YO1 0BR,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0BT,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0DN,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0EB,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0EL,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0EN,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0ET,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0FA,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0FR,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0FX,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0GG,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0GJ,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0GL,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0GQ,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0GT,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0GX,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0HA,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0HB,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0HD,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0HF,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0HG,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 0HH,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960448,-1.092345
YO1 0HJ,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960448,-1.092345
YO1 0HL,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960448,-1.092345
YO1 0HN,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960448,-1.092345
YO1 0SB,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SD,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SE,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SF,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SG,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SH,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SJ,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SL,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SN,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SP,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SQ,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SR,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SS,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0ST,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SU,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SW,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SX,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SY,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0SZ,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0TA,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0TB,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0TD,1213393,Low,County to Town,2013-12-22,No,460093,451892,53.959633,-1.085632
YO1 0TE,691001,Low,County to Town,2010-02-01,No,460078,451917,53.959859,-1.085856
YO1 0TF,691001,Low,County to Town,2010-02-01,No,460078,451917,53.959859,-1.085856
YO1 0ZZ,691001,Low,County to Town,2010-02-01,No,460078,451917,53.959859,-1.085856
YO1 6BD,\N,None,\N,\N,\N,460060,451517,53.956267,-1.086209
YO1 6BE,690934,Low,County to Town,2010-02-01,No,459987,451888,53.959609,-1.087248
YO1 6BY,\N,None,\N,\N,\N,459865,451481,53.955966,-1.089187
YO1 6BZ,\N,None,\N,\N,\N,460047,451537,53.956448,-1.086403
YO1 6DA,690934,Low,County to Town,2010-02-01,No,460147,451655,53.957497,-1.084856
YO1 6DB,119312,High,County to Town,2010-02-01,Yes,460292,451376,53.954973,-1.082701
YO1 6DD,119312,High,County to Town,2010-02-01,Yes,460158,451619,53.957172,-1.084695
YO1 6DE,\N,None,\N,\N,\N,460079,451554,53.956597,-1.085912
YO1 6DF,690934,Low,County to Town,2010-02-01,No,460091,451585,53.956874,-1.085723
YO1 6DG,690934,Low,County to Town,2010-02-01,No,460148,451607,53.957065,-1.084850
YO1 6DH,119312,High,County to Town,2010-02-01,Yes,460198,451515,53.956233,-1.084106
YO1 6DJ,\N,None,\N,\N,\N,460165,451371,53.954942,-1.084637
YO1 6DP,690934,Low,County to Town,2010-02-01,No,460138,451571,53.956743,-1.085009
YO1 6DQ,119312,High,County to Town,2010-02-01,Yes,460262,451409,53.955273,-1.083152
YO1 6DS,119312,High,County to Town,2010-02-01,Yes,460230,451411,53.955294,-1.083639
YO1 6DT,119312,High,County to Town,2010-02-01,Yes,460267,451333,53.954589,-1.083091
YO1 6DU,\N,None,\N,\N,\N,460195,451323,53.954508,-1.084190
YO1 6DW,\N,None,\N,\N,\N,460150,451478,53.955924,-1.084853
YO1 6DX,119312,High,County to Town,2010-02-01,Yes,460210,451536,53.956420,-1.083919
YO1 6DY,\N,None,\N,\N,\N,460178,451303,53.954330,-1.084453
YO1 6DZ,\N,None,\N,\N,\N,460106,451417,53.955363,-1.085527
YO1 6EA,\N,None,\N,\N,\N,460056,451376,53.955000,-1.086297
YO1 6EB,\N,None,\N,\N,\N,460041,451402,53.955235,-1.086521
YO1 6ED,\N,None,\N,\N,\N,460119,451439,53.955559,-1.085325
YO1 6EE,\N,None,\N,\N,\N,460085,451460,53.955752,-1.085839
YO1 6EF,\N,None,\N,\N,\N,460077,451503,53.956139,-1.085952
YO1 6EH,\N,None,\N,\N,\N,460045,451581,53.956844,-1.086425
YO1 6EJ,\N,None,\N,\N,\N,459954,451439,53.955578,-1.087839
YO1 6EL,\N,None,\N,\N,\N,460000,451520,53.956301,-1.087122
YO1 6EN,\N,None,\N,\N,\N,459997,451495,53.956076,-1.087173
YO1 6EP,\N,None,\N,\N,\N,460019,451430,53.955490,-1.086850
YO1 6EQ,\N,None,\N,\N,\N,460048,451480,53.955936,-1.086399
YO1 6ER,\N,None,\N,\N,\N,459997,451420,53.955420,-1.087196
YO1 6ES,\N,None,\N,\N,\N,459974,451417,53.955378,-1.087539
YO1 6ET,\N,None,\N,\N,\N,459913,451480,53.955951,-1.088456
YO1 6EU,\N,None,\N,\N,\N,460089,451492,53.956039,-1.085772
YO1 6EW,\N,None,\N,\N,\N,460042,451441,53.955586,-1.086498
YO1 6EX,\N,None,\N,\N,\N,459888,451461,53.955783,-1.088840
YO1 6EY,\N,None,\N,\N,\N,459963,451525,53.956350,-1.087685
YO1 6FA,119312,High,County to Town,2010-02-01,Yes,460330,451316,53.954429,-1.082134
YO1 6FD,\N,None,\N,\N,\N,460065,451572,53.956760,-1.086122
YO1 6FZ,119312,High,County to Town,2010-02-01,Yes,459898,451917,53.959880,-1.088599
YO1 6GA,\N,None,\N,\N,\N,459830,451722,53.958136,-1.089673
YO1 6GD,\N,None,\N,\N,\N,459887,451762,53.958488,-1.088797
YO1 6HA,\N,None,\N,\N,\N,459881,451423,53.955443,-1.088954
YO1 6HB,\N,None,\N,\N,\N,459828,451450,53.955691,-1.089757
YO1 6HD,\N,None,\N,\N,\N,459982,451369,53.954964,-1.087435
YO1 6HE,\N,None,\N,\N,\N,460132,451250,53.953859,-1.085164
YO1 6HF,\N,None,\N,\N,\N,460207,451250,53.953850,-1.084021
YO1 6HG,\N,None,\N,\N,\N,460155,451287,53.954189,-1.084806
YO1 6HH,690727,Low,County to Town,2010-02-01,No,460199,451471,53.955837,-1.084100
YO1 6HJ,690727,Low,County to Town,2010-02-01,No,460181,451460,53.955740,-1.084376
YO1 6HL,\N,None,\N,\N,\N,460036,451319,53.954490,-1.086613
YO1 6HN,\N,None,\N,\N,\N,460148,451444,53.955600,-1.084882
YO1 6HP,\N,None,\N,\N,\N,459759,451619,53.957218,-1.090775
YO1 6HQ,\N,None,\N,\N,\N,460093,451321,53.954501,-1.085744
YO1 6HT,\N,None,\N,\N,\N,459610,451737,53.958296,-1.093022
YO1 6HU,690934,Low,County to Town,2010-02-01,No,459938,451847,53.959246,-1.088003
YO1 6HW,\N,None,\N,\N,\N,460145,451328,53.954558,-1.084951
YO1 6HZ,690934,Low,County to Town,2010-02-01,No,459973,451809,53.958901,-1.087477
YO1 6JB,690934,Low,County to Town,2010-02-01,No,460028,451778,53.958616,-1.086645
YO1 6JD,690934,Low,County to Town,2010-02-01,No,460066,451728,53.958162,-1.086076
YO1 6JE,\N,None,\N,\N,\N,459871,451664,53.957610,-1.089060
YO1 6JF,119312,High,County to Town,2010-02-01,Yes,460110,451760,53.958445,-1.085399
YO1 6JG,690934,Low,County to Town,2010-02-01,No,460081,451643,53.957397,-1.085864
YO1 6JH,690934,Low,County to Town,2010-02-01,No,460061,451614,53.957138,-1.086174
YO1 6JJ,\N,None,\N,\N,\N,459760,451556,53.956652,-1.090772
YO1 6JL,\N,None,\N,\N,\N,459993,451710,53.958009,-1.087192
YO1 6JP,\N,None,\N,\N,\N,459911,451691,53.957866,-1.088454
YO1 6JQ,690934,Low,County to Town,2010-02-01,No,460105,451677,53.957699,-1.085491
YO1 6JR,\N,None,\N,\N,\N,459880,451645,53.957438,-1.088926
YO1 6JT,\N,None,\N,\N,\N,459793,451593,53.956981,-1.090262
YO1 6JU,\N,None,\N,\N,\N,459750,451510,53.956240,-1.090934
YO1 6JX,\N,None,\N,\N,\N,459793,451543,53.956531,-1.090272
YO1 6JY,\N,None,\N,\N,\N,459819,451571,53.956780,-1.089870
YO1 6LB,\N,None,\N,\N,\N,459800,451506,53.956198,-1.090172
YO1 6LE,\N,None,\N,\N,\N,459847,451555,53.956633,-1.089447
YO1 6LF,\N,None,\N,\N,\N,459951,451653,53.957501,-1.087843
YO1 6LG,\N,None,\N,\N,\N,459982,451655,53.957516,-1.087370
YO1 6LH,\N,None,\N,\N,\N,459817,451480,53.955962,-1.089919
YO1 6LJ,\N,None,\N,\N,\N,459931,451609,53.957108,-1.088156
YO1 6LL,\N,None,\N,\N,\N,459938,451568,53.956739,-1.088058
YO1 6LN,\N,None,\N,\N,\N,459982,451596,53.956986,-1.087382
YO1 6LP,690934,Low,County to Town,2010-02-01,No,460020,451709,53.957997,-1.086780
YO1 6LQ,\N,None,\N,\N,\N,459873,451610,53.957124,-1.089040
YO1 6LR,\N,None,\N,\N,\N,460006,451578,53.956821,-1.087019
YO1 6LT,119312,High,County to Town,2010-02-01,Yes,460164,451597,53.956974,-1.084608
YO1 6LU,\N,None,\N,\N,\N,460033,451409,53.955299,-1.086641
YO1 6WD,119312,High,County to Town,2010-02-01,Yes,460174,451624,53.957215,-1.084450
YO1 6WE,\N,None,\N,\N,\N,460041,451614,53.957141,-1.086479
YO1 6WG,690934,Low,County to Town,2010-02-01,No,460108,451608,53.957079,-1.085459
YO1 6WN,119312,High,County to Town,2010-02-01,Yes,460171,451519,53.956272,-1.084517
YO1 6WP,\N,None,\N,\N,\N,459924,451691,53.957846,-1.088247
YO1 6WR,690934,Low,County to Town,2010-02-01,No,460032,451684,53.957771,-1.086602
YO1 6ZD,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 7AB,\N,None,\N,\N,\N,460196,452241,53.962757,-1.083994
YO1 7AD,\N,None,\N,\N,\N,460691,451915,53.959770,-1.076515
YO1 7AE,119312,High,County to Town,2010-02-01,Yes,460711,451794,53.958680,-1.076234
YO1 7AH,\N,None,\N,\N,\N,460540,452059,53.961082,-1.078787
YO1 7AL,\N,None,\N,\N,\N,460513,452077,53.961246,-1.079195
YO1 7BD,\N,None,\N,\N,\N,460541,452008,53.960623,-1.078782
YO1 7BP,\N,None,\N,\N,\N,460559,451978,53.960351,-1.078514
YO1 7BR,\N,None,\N,\N,\N,460544,452045,53.960955,-1.078729
YO1 7BS,\N,None,\N,\N,\N,460604,452005,53.960589,-1.077823
YO1 7BT,\N,None,\N,\N,\N,460591,452163,53.962010,-1.077990
YO1 7BU,\N,None,\N,\N,\N,460615,452076,53.961226,-1.077641
YO1 7BX,\N,None,\N,\N,\N,460628,452104,53.961476,-1.077437
YO1 7BY,\N,None,\N,\N,\N,460711,452037,53.960864,-1.076186
YO1 7BZ,\N,None,\N,\N,\N,460585,452077,53.961238,-1.078098
YO1 7DE,\N,None,\N,\N,\N,460651,452099,53.961428,-1.077088
YO1 7DF,\N,None,\N,\N,\N,460690,452078,53.961235,-1.076498
YO1 7DG,\N,None,\N,\N,\N,460606,452027,53.960786,-1.077788
YO1 7DJ,\N,None,\N,\N,\N,460040,451978,53.960412,-1.086423
YO1 7DN,\N,None,\N,\N,\N,460050,451992,53.960536,-1.086268
YO1 7DP,119312,High,County to Town,2010-02-01,Yes,460013,451947,53.960136,-1.086840
YO1 7DR,119312,High,County to Town,2010-02-01,Yes,459987,451983,53.960481,-1.087238
YO1 7DS,\N,None,\N,\N,\N,460053,452090,53.961417,-1.086203
YO1 7DT,\N,None,\N,\N,\N,460091,452044,53.961017,-1.085641
YO1 7DX,\N,None,\N,\N,\N,460211,452082,53.961327,-1.083796
YO1 7DY,\N,None,\N,\N,\N,460155,452070,53.961225,-1.084652
YO1 7ED,\N,None,\N,\N,\N,460185,452095,53.961446,-1.084190
YO1 7EF,\N,None,\N,\N,\N,460190,452166,53.962084,-1.084100
YO1 7EH,\N,None,\N,\N,\N,460172,452205,53.962436,-1.084367
YO1 7EJ,\N,None,\N,\N,\N,460186,452208,53.962462,-1.084153
YO1 7EN,\N,None,\N,\N,\N,460151,452196,53.962358,-1.084688
YO1 7EP,\N,None,\N,\N,\N,460024,452195,53.962364,-1.086624
YO1 7EW,\N,None,\N,\N,\N,460128,452181,53.962244,-1.085051
YO1 7EY,\N,None,\N,\N,\N,460092,452114,53.961628,-1.085604
YO1 7FD,\N,None,\N,\N,\N,460087,452073,53.961260,-1.085688
YO1 7FJ,\N,None,\N,\N,\N,460174,452176,53.962176,-1.084342
YO1 7FR,\N,None,\N,\N,\N,459971,452131,53.961795,-1.087444
YO1 7FX,\N,None,\N,\N,\N,460480,452064,53.961133,-1.079701
YO1 7GD,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 7HD,\N,None,\N,\N,\N,460134,452120,53.961677,-1.084962
YO1 7HF,\N,None,\N,\N,\N,460084,452132,53.961809,-1.085731
YO1 7HG,\N,None,\N,\N,\N,460228,452213,53.962502,-1.083512
YO1 7HH,\N,None,\N,\N,\N,460299,452119,53.961649,-1.082448
YO1 7HL,\N,None,\N,\N,\N,460302,452109,53.961559,-1.082404
YO1 7HN,\N,None,\N,\N,\N,460070,452112,53.961630,-1.085948
YO1 7HP,\N,None,\N,\N,\N,460264,452112,53.961590,-1.082983
YO1 7HS,\N,None,\N,\N,\N,460246,452120,53.961664,-1.083256
YO1 7HT,\N,None,\N,\N,\N,460319,452075,53.961251,-1.082152
YO1 7HU,\N,None,\N,\N,\N,460319,452023,53.960784,-1.082162
YO1 7HW,\N,None,\N,\N,\N,460289,452112,53.961587,-1.082602
YO1 7HY,\N,None,\N,\N,\N,460374,452012,53.960679,-1.081326
YO1 7HZ,\N,None,\N,\N,\N,460384,452046,53.960983,-1.081167
YO1 7JA,\N,None,\N,\N,\N,460437,452127,53.961705,-1.080344
YO1 7JB,\N,None,\N,\N,\N,460448,452134,53.961766,-1.080175
YO1 7JD,\N,None,\N,\N,\N,460418,452161,53.962012,-1.080626
YO1 7JF,\N,None,\N,\N,\N,460469,452182,53.962195,-1.079845
YO1 7JG,\N,None,\N,\N,\N,460499,452235,53.962668,-1.079377
YO1 7JH,\N,None,\N,\N,\N,460435,452264,53.962936,-1.080347
YO1 7JJ,\N,None,\N,\N,\N,460369,452302,53.963285,-1.081345
YO1 7JL,\N,None,\N,\N,\N,460407,452266,53.962975,-1.080782
YO1 7JN,\N,None,\N,\N,\N,460460,452241,53.962726,-1.079970
YO1 7JP,\N,None,\N,\N,\N,460526,452224,53.962566,-1.078968
YO1 7JQ,\N,None,\N,\N,\N,460299,452328,53.963545,-1.082416
YO1 7JR,\N,None,\N,\N,\N,460519,452047,53.960976,-1.079110
YO1 7JW,\N,None,\N,\N,\N,460497,452261,53.962902,-1.079403
YO1 7LA,\N,None,\N,\N,\N,460417,451887,53.959550,-1.080696
YO1 7LD,\N,None,\N,\N,\N,460435,451927,53.959908,-1.080414
YO1 7LF,\N,None,\N,\N,\N,460455,452072,53.961208,-1.080080
YO1 7LG,\N,None,\N,\N,\N,460503,452180,53.962173,-1.079327
YO1 7LH,\N,None,\N,\N,\N,460522,452266,53.962944,-1.079021
YO1 7LJ,\N,None,\N,\N,\N,460556,452218,53.962509,-1.078512
YO1 7LP,\N,None,\N,\N,\N,460561,452130,53.961717,-1.078453
YO1 7LQ,\N,None,\N,\N,\N,460538,452237,53.962681,-1.078783
YO1 7LS,\N,None,\N,\N,\N,460486,452074,53.961223,-1.079607
YO1 7LW,\N,None,\N,\N,\N,460525,452169,53.962072,-1.078994
YO1 7LX,\N,None,\N,\N,\N,460451,451862,53.959322,-1.080183
YO1 7LY,\N,None,\N,\N,\N,460445,451881,53.959511,-1.080279
YO1 7LZ,\N,None,\N,\N,\N,460463,451878,53.959464,-1.079997
YO1 7NA,119312,High,County to Town,2010-02-01,Yes,460891,451884,53.959468,-1.073473
YO1 7NB,119312,High,County to Town,2010-02-01,Yes,460879,451859,53.959245,-1.073661
YO1 7ND,119312,High,County to Town,2010-02-01,Yes,460885,451816,53.958857,-1.073578
YO1 7NE,119312,High,County to Town,2010-02-01,Yes,460848,451907,53.959680,-1.074124
YO1 7NF,119312,High,County to Town,2010-02-01,Yes,460869,451835,53.959030,-1.073818
YO1 7NG,119312,High,County to Town,2010-02-01,Yes,460903,451828,53.958963,-1.073302
YO1 7NJ,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 7NP,\N,None,\N,\N,\N,460589,451856,53.959252,-1.078081
YO1 7NT,\N,None,\N,\N,\N,460589,451856,53.959270,-1.078090
YO1 7NY,\N,None,\N,\N,\N,460558,451825,53.958977,-1.078559
YO1 7PG,119312,High,County to Town,2010-02-01,Yes,460767,451809,53.958808,-1.075378
YO1 7PJ,\N,None,\N,\N,\N,460665,451993,53.960474,-1.076896
YO1 7PP,1213491,Low,County to Town,2013-12-22,No,460797,452071,53.961159,-1.074869
YO1 7PR,690991,Low,County to Town,2010-02-01,No,460749,451952,53.960096,-1.075624
YO1 7PW,119312,High,County to Town,2010-02-01,Yes,460754,452018,53.960688,-1.075534
YO1 7PX,119312,High,County to Town,2010-02-01,Yes,460789,451988,53.960414,-1.075007
YO1 7QB,\N,None,\N,\N,\N,460552,452176,53.962132,-1.078581
YO1 8AA,\N,None,\N,\N,\N,460090,451961,53.960253,-1.085664
YO1 8AB,\N,None,\N,\N,\N,460306,451986,53.960453,-1.082368
YO1 8AD,\N,None,\N,\N,\N,460293,451977,53.960373,-1.082568
YO1 8AJ,\N,None,\N,\N,\N,460342,452003,53.960601,-1.081816
YO1 8AN,\N,None,\N,\N,\N,460217,451997,53.960562,-1.083722
YO1 8AQ,\N,None,\N,\N,\N,460119,451974,53.960367,-1.085220
YO1 8AR,\N,None,\N,\N,\N,460281,452040,53.960941,-1.082738
YO1 8AS,\N,None,\N,\N,\N,460230,452042,53.960965,-1.083515
YO1 8AT,\N,None,\N,\N,\N,460195,452020,53.960771,-1.084053
YO1 8AU,\N,None,\N,\N,\N,460097,451951,53.960163,-1.085560
YO1 8AW,\N,None,\N,\N,\N,460279,452060,53.961121,-1.082765
YO1 8AX,\N,None,\N,\N,\N,460268,451989,53.960484,-1.082946
YO1 8AZ,\N,None,\N,\N,\N,460360,451971,53.960312,-1.081548
YO1 8BA,\N,None,\N,\N,\N,460364,451920,53.959853,-1.081497
YO1 8BB,\N,None,\N,\N,\N,460411,451919,53.959838,-1.080781
YO1 8BE,\N,None,\N,\N,\N,460412,451945,53.960072,-1.080761
YO1 8BG,\N,None,\N,\N,\N,460398,451959,53.960199,-1.080971
YO1 8BH,\N,None,\N,\N,\N,460448,451977,53.960355,-1.080206
YO1 8BL,\N,None,\N,\N,\N,460496,451848,53.959191,-1.079500
YO1 8BN,\N,None,\N,\N,\N,460500,451909,53.959738,-1.079427
YO1 8BP,\N,None,\N,\N,\N,460480,451893,53.959597,-1.079735
YO1 8BW,\N,None,\N,\N,\N,460494,451923,53.959865,-1.079515
YO1 8DA,\N,None,\N,\N,\N,460133,451937,53.960033,-1.085014
YO1 8HX,\N,None,\N,\N,\N,460372,451996,53.960535,-1.081360
YO1 8NB,\N,None,\N,\N,\N,460434,451817,53.958919,-1.080451
YO1 8ND,\N,None,\N,\N,\N,460270,451823,53.958992,-1.082948
YO1 8NL,\N,None,\N,\N,\N,460565,451901,53.959659,-1.078438
YO1 8NN,\N,None,\N,\N,\N,460639,451944,53.960037,-1.077302
YO1 8NQ,\N,None,\N,\N,\N,460608,451942,53.960022,-1.077774
YO1 8NS,\N,None,\N,\N,\N,460624,451926,53.959877,-1.077534
YO1 8NW,\N,None,\N,\N,\N,460640,451890,53.959551,-1.077297
YO1 8QF,\N,None,\N,\N,\N,460180,452032,53.960881,-1.084279
YO1 8QG,\N,None,\N,\N,\N,460146,452004,53.960651,-1.084811
YO1 8QJ,\N,None,\N,\N,\N,460172,452021,53.960783,-1.084403
YO1 8QN,\N,None,\N,\N,\N,460143,451955,53.960211,-1.084866
YO1 8QP,\N,None,\N,\N,\N,460186,451935,53.960008,-1.084206
YO1 8QR,\N,None,\N,\N,\N,460257,451930,53.959955,-1.083125
YO1 8QT,\N,None,\N,\N,\N,460287,451913,53.959799,-1.082672
YO1 8QU,\N,None,\N,\N,\N,460164,452055,53.961089,-1.084518
YO1 8QW,\N,None,\N,\N,\N,460153,451979,53.960408,-1.084701
YO1 8QZ,\N,None,\N,\N,\N,460205,451926,53.959925,-1.083919
YO1 8RA,\N,None,\N,\N,\N,460241,451878,53.959490,-1.083380
YO1 8RH,\N,None,\N,\N,\N,460430,451766,53.958461,-1.080522
YO1 8RJ,\N,None,\N,\N,\N,460256,451899,53.959677,-1.083147
YO1 8RL,\N,None,\N,\N,\N,460315,451869,53.959418,-1.082262
YO1 8RN,\N,None,\N,\N,\N,460347,451934,53.959981,-1.081753
YO1 8RR,\N,None,\N,\N,\N,460363,451890,53.959583,-1.081518
YO1 8RS,\N,None,\N,\N,\N,460373,451868,53.959385,-1.081370
YO1 8RT,\N,None,\N,\N,\N,460397,451853,53.959247,-1.081007
YO1 8RU,\N,None,\N,\N,\N,460411,451823,53.958976,-1.080800
YO1 8RW,\N,None,\N,\N,\N,460340,451949,53.960116,-1.081857
YO1 8RX,\N,None,\N,\N,\N,460369,451707,53.957938,-1.081463
YO1 8RY,\N,None,\N,\N,\N,460379,451877,53.959465,-1.081277
YO1 8RZ,\N,None,\N,\N,\N,460369,451736,53.958199,-1.081457
YO1 8SE,\N,None,\N,\N,\N,460391,451780,53.958592,-1.081113
YO1 8SG,\N,None,\N,\N,\N,460336,451838,53.959119,-1.081940
YO1 8SH,\N,None,\N,\N,\N,460298,451815,53.958917,-1.082523
YO1 8SJ,\N,None,\N,\N,\N,460333,451817,53.958931,-1.081990
YO1 8SL,\N,None,\N,\N,\N,460340,451795,53.958732,-1.081887
YO1 8SQ,\N,None,\N,\N,\N,460323,451829,53.959040,-1.082140
YO1 8SR,\N,None,\N,\N,\N,460305,451767,53.958485,-1.082426
YO1 8ST,\N,None,\N,\N,\N,460293,451793,53.958720,-1.082604
YO1 8SU,\N,None,\N,\N,\N,460348,451758,53.958399,-1.081773
YO1 8SW,\N,None,\N,\N,\N,460360,451782,53.958613,-1.081585
YO1 8SZ,\N,None,\N,\N,\N,460319,451713,53.957998,-1.082223
YO1 8XJ,\N,None,\N,\N,\N,460143,452032,53.960885,-1.084843
YO1 8XS,119312,High,County to Town,2010-02-01,Yes,459652,451975,53.960430,-1.092336
YO1 8ZD,\N,None,\N,\N,\N,460287,451974,53.960347,-1.082660
YO1 8ZQ,\N,None,\N,\N,\N,460527,451869,53.959376,-1.079023
YO1 8ZW,\N,None,\N,\N,\N,460242,452024,53.960802,-1.083336
YO1 8ZZ,\N,None,\N,\N,\N,460336,451717,53.958032,-1.081964
YO1 9AB,690858,Low,County to Town,2010-02-01,No,460764,451509,53.956131,-1.075492
YO1 9AD,690858,Low,County to Town,2010-02-01,No,460703,451589,53.956857,-1.076405
YO1 9FY,\N,None,\N,\N,\N,460328,451657,53.957494,-1.082097
YO1 9LB,\N,None,\N,\N,\N,460471,451763,53.958430,-1.079897
YO1 9NA,\N,None,\N,\N,\N,460188,451897,53.959667,-1.084183
YO1 9ND,\N,None,\N,\N,\N,460234,451819,53.958960,-1.083498
YO1 9NF,\N,None,\N,\N,\N,460319,451663,53.957549,-1.082233
YO1 9NG,690837,Low,County to Town,2010-02-01,No,460496,451631,53.957240,-1.079543
YO1 9NJ,\N,None,\N,\N,\N,460297,451745,53.958306,-1.082561
